"state","sex","age","pop","year"
"West Virginia","Male","50 to 54 years",63040,2017
"Washington","Male","50 to 54 years",241365,2017
"Wyoming","Male","50 to 54 years",19061,2017
"Wisconsin","Male","50 to 54 years",210344,2017
"Puerto Rico","Male","55 to 59 years",101368,2017
"Alabama","Male","55 to 59 years",159484,2017
"Alaska","Male","55 to 59 years",26590,2017
"Arizona","Male","55 to 59 years",198161,2017
"Arkansas","Male","55 to 59 years",93460,2017
"California","Male","55 to 59 years",1197646,2017
"Colorado","Male","55 to 59 years",175758,2017
"Connecticut","Male","55 to 59 years",129916,2017
"District of Columbia","Male","55 to 59 years",17698,2017
"Delaware","Male","55 to 59 years",31159,2017
"Florida","Male","55 to 59 years",655046,2017
"Georgia","Male","55 to 59 years",309278,2017
"Hawaii","Male","55 to 59 years",46233,2017
"Idaho","Male","55 to 59 years",50110,2017
"Illinois","Male","55 to 59 years",422006,2017
"Indiana","Male","55 to 59 years",219262,2017
"Iowa","Male","55 to 59 years",105088,2017
"Kansas","Male","55 to 59 years",96186,2017
"Kentucky","Male","55 to 59 years",149351,2017
"Maine","Male","55 to 59 years",53472,2017
"Louisiana","Male","55 to 59 years",150503,2017
"Massachusetts","Male","55 to 59 years",231470,2017
"Maryland","Male","55 to 59 years",201074,2017
"Michigan","Male","55 to 59 years",352577,2017
"Minnesota","Male","55 to 59 years",192353,2017
"Mississippi","Male","55 to 59 years",94230,2017
"Missouri","Male","55 to 59 years",204203,2017
"Montana","Male","55 to 59 years",37401,2017
"Nebraska","Male","55 to 59 years",62317,2017
"New Hampshire","Male","55 to 59 years",53808,2017
"Nevada","Male","55 to 59 years",91760,2017
"New Jersey","Male","55 to 59 years",308901,2017
"New Mexico","Male","55 to 59 years",67288,2017
"New York","Male","55 to 59 years",646471,2017
"North Carolina","Male","55 to 59 years",320029,2017
"North Dakota","Male","55 to 59 years",25295,2017
"Ohio","Male","55 to 59 years",407936,2017
"Oklahoma","Male","55 to 59 years",123680,2017
"Oregon","Male","55 to 59 years",129304,2017
"Pennsylvania","Male","55 to 59 years",457275,2017
"Rhode Island","Male","55 to 59 years",36683,2017
"South Carolina","Male","55 to 59 years",154243,2017
"South Dakota","Male","55 to 59 years",29267,2017
"Tennessee","Male","55 to 59 years",213873,2017
"Texas","Male","55 to 59 years",800839,2017
"Utah","Male","55 to 59 years",72758,2017
"Vermont","Male","55 to 59 years",24000,2017
"Virginia","Male","55 to 59 years",273081,2017
"West Virginia","Male","55 to 59 years",66092,2017
"Washington","Male","55 to 59 years",237774,2017
"Wyoming","Male","55 to 59 years",20835,2017
"Wisconsin","Male","55 to 59 years",209803,2017
"Puerto Rico","Male","60 and 61 years",40392,2017
"Alabama","Male","60 and 61 years",58678,2017
"Alaska","Male","60 and 61 years",9701,2017
"Arizona","Male","60 and 61 years",75866,2017
"Arkansas","Male","60 and 61 years",35038,2017
"California","Male","60 and 61 years",442950,2017
"Colorado","Male","60 and 61 years",66393,2017
"Connecticut","Male","60 and 61 years",47689,2017
"District of Columbia","Male","60 and 61 years",6153,2017
"Delaware","Male","60 and 61 years",11798,2017
"Florida","Male","60 and 61 years",248425,2017
"Georgia","Male","60 and 61 years",114959,2017
"Hawaii","Male","60 and 61 years",18753,2017
"Idaho","Male","60 and 61 years",21318,2017
"Illinois","Male","60 and 61 years",158907,2017
"Indiana","Male","60 and 61 years",81831,2017
"Iowa","Male","60 and 61 years",42152,2017
"Kansas","Male","60 and 61 years",34342,2017
"Kentucky","Male","60 and 61 years",54951,2017
"Maine","Male","60 and 61 years",19274,2017
"Louisiana","Male","60 and 61 years",57721,2017
"Massachusetts","Male","60 and 61 years",86286,2017
"Maryland","Male","60 and 61 years",71871,2017
"Michigan","Male","60 and 61 years",134772,2017
"Minnesota","Male","60 and 61 years",68314,2017
"Mississippi","Male","60 and 61 years",35401,2017
"Missouri","Male","60 and 61 years",78755,2017
"Montana","Male","60 and 61 years",15064,2017
"Nebraska","Male","60 and 61 years",24160,2017
"New Hampshire","Male","60 and 61 years",19272,2017
"Nevada","Male","60 and 61 years",34344,2017
"New Jersey","Male","60 and 61 years",110243,2017
"New Mexico","Male","60 and 61 years",26493,2017
"New York","Male","60 and 61 years",243597,2017
"North Carolina","Male","60 and 61 years",119511,2017
"North Dakota","Male","60 and 61 years",9649,2017
"Ohio","Male","60 and 61 years",155067,2017
"Oklahoma","Male","60 and 61 years",46019,2017
"Oregon","Male","60 and 61 years",54058,2017
"Pennsylvania","Male","60 and 61 years",175646,2017
"Rhode Island","Male","60 and 61 years",13411,2017
"South Carolina","Male","60 and 61 years",61103,2017
"South Dakota","Male","60 and 61 years",11298,2017
"Tennessee","Male","60 and 61 years",79954,2017
"Texas","Male","60 and 61 years",285932,2017
"Utah","Male","60 and 61 years",28795,2017
"Vermont","Male","60 and 61 years",9557,2017
"Virginia","Male","60 and 61 years",101044,2017
"West Virginia","Male","60 and 61 years",26585,2017
"Washington","Male","60 and 61 years",90044,2017
"Wyoming","Male","60 and 61 years",8604,2017
"Wisconsin","Male","60 and 61 years",78097,2017
"Puerto Rico","Male","62 to 64 years",55945,2017
"Alabama","Male","62 to 64 years",84996,2017
"Alaska","Male","62 to 64 years",12825,2017
"Arizona","Male","62 to 64 years",110269,2017
"Arkansas","Male","62 to 64 years",50714,2017
"California","Male","62 to 64 years",585619,2017
"Colorado","Male","62 to 64 years",91559,2017
"Connecticut","Male","62 to 64 years",62524,2017
"District of Columbia","Male","62 to 64 years",8789,2017
"Delaware","Male","62 to 64 years",16625,2017
"Florida","Male","62 to 64 years",345093,2017
"Georgia","Male","62 to 64 years",148943,2017
"Hawaii","Male","62 to 64 years",25157,2017
"Idaho","Male","62 to 64 years",28221,2017
"Illinois","Male","62 to 64 years",211044,2017
"Indiana","Male","62 to 64 years",113697,2017
"Iowa","Male","62 to 64 years",56258,2017
"Kansas","Male","62 to 64 years",49384,2017
"Kentucky","Male","62 to 64 years",77694,2017
"Maine","Male","62 to 64 years",27535,2017
"Louisiana","Male","62 to 64 years",76411,2017
"Massachusetts","Male","62 to 64 years",115162,2017
"Maryland","Male","62 to 64 years",97357,2017
"Michigan","Male","62 to 64 years",181409,2017
"Minnesota","Male","62 to 64 years",98826,2017
"Mississippi","Male","62 to 64 years",49316,2017
"Missouri","Male","62 to 64 years",104337,2017
"Montana","Male","62 to 64 years",22006,2017
"Nebraska","Male","62 to 64 years",30848,2017
"New Hampshire","Male","62 to 64 years",26468,2017
"Nevada","Male","62 to 64 years",47300,2017
"New Jersey","Male","62 to 64 years",145779,2017
"New Mexico","Male","62 to 64 years",35928,2017
"New York","Male","62 to 64 years",322827,2017
"North Carolina","Male","62 to 64 years",162010,2017
"North Dakota","Male","62 to 64 years",12923,2017
"Ohio","Male","62 to 64 years",207117,2017
"Oklahoma","Male","62 to 64 years",62847,2017
"Oregon","Male","62 to 64 years",77732,2017
"Pennsylvania","Male","62 to 64 years",233822,2017
"Rhode Island","Male","62 to 64 years",19188,2017
"South Carolina","Male","62 to 64 years",85805,2017
"South Dakota","Male","62 to 64 years",15916,2017
"Tennessee","Male","62 to 64 years",112097,2017
"Texas","Male","62 to 64 years",383695,2017
"Utah","Male","62 to 64 years",37714,2017
"Vermont","Male","62 to 64 years",13230,2017
"Virginia","Male","62 to 64 years",135842,2017
"West Virginia","Male","62 to 64 years",38127,2017
"Washington","Male","62 to 64 years",125409,2017
"Wyoming","Male","62 to 64 years",11463,2017
"Wisconsin","Male","62 to 64 years",105892,2017
"Puerto Rico","Male","65 and 66 years",35723,2017
"Alabama","Male","65 and 66 years",52123,2017
"Alaska","Male","65 and 66 years",7680,2017
"Arizona","Male","65 and 66 years",71820,2017
"Arkansas","Male","65 and 66 years",32156,2017
"California","Male","65 and 66 years",358005,2017
"Colorado","Male","65 and 66 years",56062,2017
"Connecticut","Male","65 and 66 years",37685,2017
"District of Columbia","Male","65 and 66 years",4578,2017
"Delaware","Male","65 and 66 years",11250,2017
"Florida","Male","65 and 66 years",231818,2017
"Georgia","Male","65 and 66 years",92194,2017
"Hawaii","Male","65 and 66 years",17435,2017
"Idaho","Male","65 and 66 years",18398,2017
"Illinois","Male","65 and 66 years",125347,2017
"Indiana","Male","65 and 66 years",68997,2017
"Iowa","Male","65 and 66 years",33293,2017
"Kansas","Male","65 and 66 years",29864,2017
"Kentucky","Male","65 and 66 years",48171,2017
"Maine","Male","65 and 66 years",18283,2017
"Louisiana","Male","65 and 66 years",47186,2017
"Massachusetts","Male","65 and 66 years",70895,2017
"Maryland","Male","65 and 66 years",59003,2017
"Michigan","Male","65 and 66 years",111771,2017
"Minnesota","Male","65 and 66 years",56941,2017
"Mississippi","Male","65 and 66 years",30581,2017
"Missouri","Male","65 and 66 years",64403,2017
"Montana","Male","65 and 66 years",13618,2017
"Nebraska","Male","65 and 66 years",19275,2017
"New Hampshire","Male","65 and 66 years",16897,2017
"Nevada","Male","65 and 66 years",31252,2017
"New Jersey","Male","65 and 66 years",87531,2017
"New Mexico","Male","65 and 66 years",23286,2017
"New York","Male","65 and 66 years",197405,2017
"North Carolina","Male","65 and 66 years",106455,2017
"North Dakota","Male","65 and 66 years",7650,2017
"Ohio","Male","65 and 66 years",128170,2017
"Oklahoma","Male","65 and 66 years",39269,2017
"Oregon","Male","65 and 66 years",49093,2017
"Pennsylvania","Male","65 and 66 years",142943,2017
"Rhode Island","Male","65 and 66 years",11066,2017
"South Carolina","Male","65 and 66 years",55231,2017
"South Dakota","Male","65 and 66 years",10406,2017
"Tennessee","Male","65 and 66 years",71514,2017
"Texas","Male","65 and 66 years",229938,2017
"Utah","Male","65 and 66 years",22635,2017
"Vermont","Male","65 and 66 years",8163,2017
"Virginia","Male","65 and 66 years",85691,2017
"West Virginia","Male","65 and 66 years",24017,2017
"Washington","Male","65 and 66 years",77033,2017
"Wyoming","Male","65 and 66 years",7084,2017
"Wisconsin","Male","65 and 66 years",65423,2017
"Puerto Rico","Male","67 to 69 years",54038,2017
"Alabama","Male","67 to 69 years",67558,2017
"Alaska","Male","67 to 69 years",8619,2017
"Arizona","Male","67 to 69 years",99022,2017
"Arkansas","Male","67 to 69 years",43481,2017
"California","Male","67 to 69 years",450081,2017
"Colorado","Male","67 to 69 years",69749,2017
"Connecticut","Male","67 to 69 years",49125,2017
"District of Columbia","Male","67 to 69 years",6357,2017
"Delaware","Male","67 to 69 years",13969,2017
"Florida","Male","67 to 69 years",328504,2017
"Georgia","Male","67 to 69 years",124722,2017
"Hawaii","Male","67 to 69 years",21814,2017
"Idaho","Male","67 to 69 years",24036,2017
"Illinois","Male","67 to 69 years",156340,2017
"Indiana","Male","67 to 69 years",85545,2017
"Iowa","Male","67 to 69 years",42162,2017
"Kansas","Male","67 to 69 years",36434,2017
"Kentucky","Male","67 to 69 years",60920,2017
"Maine","Male","67 to 69 years",23431,2017
"Louisiana","Male","67 to 69 years",60225,2017
"Massachusetts","Male","67 to 69 years",88274,2017
"Maryland","Male","67 to 69 years",75243,2017
"Michigan","Male","67 to 69 years",140446,2017
"Minnesota","Male","67 to 69 years",70583,2017
"Mississippi","Male","67 to 69 years",39680,2017
"Missouri","Male","67 to 69 years",82283,2017
"Montana","Male","67 to 69 years",16940,2017
"Nebraska","Male","67 to 69 years",23989,2017
"New Hampshire","Male","67 to 69 years",20355,2017
"Nevada","Male","67 to 69 years",41624,2017
"New Jersey","Male","67 to 69 years",114420,2017
"New Mexico","Male","67 to 69 years",29665,2017
"New York","Male","67 to 69 years",249355,2017
"North Carolina","Male","67 to 69 years",140491,2017
"North Dakota","Male","67 to 69 years",8902,2017
"Ohio","Male","67 to 69 years",161760,2017
"Oklahoma","Male","67 to 69 years",50022,2017
"Oregon","Male","67 to 69 years",62428,2017
"Pennsylvania","Male","67 to 69 years",185872,2017
"Rhode Island","Male","67 to 69 years",14521,2017
"South Carolina","Male","67 to 69 years",77682,2017
"South Dakota","Male","67 to 69 years",11511,2017
"Tennessee","Male","67 to 69 years",94623,2017
"Texas","Male","67 to 69 years",297594,2017
"Utah","Male","67 to 69 years",28301,2017
"Vermont","Male","67 to 69 years",10250,2017
"Virginia","Male","67 to 69 years",108616,2017
"West Virginia","Male","67 to 69 years",32056,2017
"Washington","Male","67 to 69 years",96797,2017
"Wyoming","Male","67 to 69 years",8660,2017
"Wisconsin","Male","67 to 69 years",80395,2017
"Puerto Rico","Male","70 to 74 years",71347,2017
"Alabama","Male","70 to 74 years",87491,2017
"Alaska","Male","70 to 74 years",9927,2017
"Arizona","Male","70 to 74 years",132708,2017
"Arkansas","Male","70 to 74 years",54119,2017
"California","Male","70 to 74 years",562927,2017
"Colorado","Male","70 to 74 years",81215,2017
"Connecticut","Male","70 to 74 years",61062,2017
"District of Columbia","Male","70 to 74 years",8953,2017
"Delaware","Male","70 to 74 years",18930,2017
"Florida","Male","70 to 74 years",447633,2017
"Georgia","Male","70 to 74 years",150984,2017
"Hawaii","Male","70 to 74 years",25544,2017
"Idaho","Male","70 to 74 years",28970,2017
"Illinois","Male","70 to 74 years",202860,2017
"Indiana","Male","70 to 74 years",106419,2017
"Iowa","Male","70 to 74 years",53573,2017
"Kansas","Male","70 to 74 years",46156,2017
"Kentucky","Male","70 to 74 years",77316,2017
"Maine","Male","70 to 74 years",28720,2017
"Louisiana","Male","70 to 74 years",72822,2017
"Massachusetts","Male","70 to 74 years",113473,2017
"Maryland","Male","70 to 74 years",93008,2017
"Michigan","Male","70 to 74 years",177471,2017
"Minnesota","Male","70 to 74 years",89621,2017
"Mississippi","Male","70 to 74 years",49095,2017
"Missouri","Male","70 to 74 years",107381,2017
"Montana","Male","70 to 74 years",21765,2017
"Nebraska","Male","70 to 74 years",29809,2017
"New Hampshire","Male","70 to 74 years",25445,2017
"Nevada","Male","70 to 74 years",54607,2017
"New Jersey","Male","70 to 74 years",143691,2017
"New Mexico","Male","70 to 74 years",39213,2017
"New York","Male","70 to 74 years",316326,2017
"North Carolina","Male","70 to 74 years",171185,2017
"North Dakota","Male","70 to 74 years",11393,2017
"Ohio","Male","70 to 74 years",196389,2017
"Oklahoma","Male","70 to 74 years",66136,2017
"Oregon","Male","70 to 74 years",76170,2017
"Pennsylvania","Male","70 to 74 years",229503,2017
"Rhode Island","Male","70 to 74 years",18026,2017
"South Carolina","Male","70 to 74 years",94830,2017
"South Dakota","Male","70 to 74 years",14011,2017
"Tennessee","Male","70 to 74 years",116999,2017
"Texas","Male","70 to 74 years",368970,2017
"Utah","Male","70 to 74 years",35577,2017
"Vermont","Male","70 to 74 years",13343,2017
"Virginia","Male","70 to 74 years",135346,2017
"West Virginia","Male","70 to 74 years",38310,2017
"Washington","Male","70 to 74 years",122451,2017
"Wyoming","Male","70 to 74 years",9569,2017
"Wisconsin","Male","70 to 74 years",97850,2017
"Puerto Rico","Male","75 to 79 years",51992,2017
"Alabama","Male","75 to 79 years",58406,2017
"Alaska","Male","75 to 79 years",5504,2017
"Arizona","Male","75 to 79 years",96625,2017
"Arkansas","Male","75 to 79 years",38339,2017
"California","Male","75 to 79 years",390335,2017
"Colorado","Male","75 to 79 years",54042,2017
"Connecticut","Male","75 to 79 years",41370,2017
"District of Columbia","Male","75 to 79 years",5425,2017
"Delaware","Male","75 to 79 years",12911,2017
"Florida","Male","75 to 79 years",336075,2017
"Georgia","Male","75 to 79 years",96800,2017
"Hawaii","Male","75 to 79 years",17422,2017
"Idaho","Male","75 to 79 years",19231,2017
"Illinois","Male","75 to 79 years",135436,2017
"Indiana","Male","75 to 79 years",73251,2017
"Iowa","Male","75 to 79 years",38952,2017
"Kansas","Male","75 to 79 years",32711,2017
"Kentucky","Male","75 to 79 years",51174,2017
"Maine","Male","75 to 79 years",18760,2017
"Louisiana","Male","75 to 79 years",49995,2017
"Massachusetts","Male","75 to 79 years",73885,2017
"Maryland","Male","75 to 79 years",62123,2017
"Michigan","Male","75 to 79 years",118585,2017
"Minnesota","Male","75 to 79 years",61319,2017
"Mississippi","Male","75 to 79 years",33629,2017
"Missouri","Male","75 to 79 years",74411,2017
"Montana","Male","75 to 79 years",14488,2017
"Nebraska","Male","75 to 79 years",21254,2017
"New Hampshire","Male","75 to 79 years",15924,2017
"Nevada","Male","75 to 79 years",35563,2017
"New Jersey","Male","75 to 79 years",98093,2017
"New Mexico","Male","75 to 79 years",26688,2017
"New York","Male","75 to 79 years",219003,2017
"North Carolina","Male","75 to 79 years",113824,2017
"North Dakota","Male","75 to 79 years",8678,2017
"Ohio","Male","75 to 79 years",138511,2017
"Oklahoma","Male","75 to 79 years",46276,2017
"Oregon","Male","75 to 79 years",49281,2017
"Pennsylvania","Male","75 to 79 years",163174,2017
"Rhode Island","Male","75 to 79 years",11679,2017
"South Carolina","Male","75 to 79 years",60918,2017
"South Dakota","Male","75 to 79 years",9951,2017
"Tennessee","Male","75 to 79 years",78576,2017
"Texas","Male","75 to 79 years",245981,2017
"Utah","Male","75 to 79 years",24829,2017
"Vermont","Male","75 to 79 years",8000,2017
"Virginia","Male","75 to 79 years",88991,2017
"West Virginia","Male","75 to 79 years",27650,2017
"Washington","Male","75 to 79 years",75222,2017
"Wyoming","Male","75 to 79 years",6488,2017
"Wisconsin","Male","75 to 79 years",68786,2017
"Puerto Rico","Male","80 to 84 years",33888,2017
"Alabama","Male","80 to 84 years",37152,2017
"Alaska","Male","80 to 84 years",3064,2017
"Arizona","Male","80 to 84 years",61269,2017
"Arkansas","Male","80 to 84 years",23974,2017
"California","Male","80 to 84 years",269321,2017
"Colorado","Male","80 to 84 years",32860,2017
"Connecticut","Male","80 to 84 years",28894,2017
"District of Columbia","Male","80 to 84 years",3617,2017
"Delaware","Male","80 to 84 years",7613,2017
"Florida","Male","80 to 84 years",225107,2017
"Georgia","Male","80 to 84 years",57598,2017
"Hawaii","Male","80 to 84 years",11655,2017
"Idaho","Male","80 to 84 years",13006,2017
"Illinois","Male","80 to 84 years",95405,2017
"Indiana","Male","80 to 84 years",48219,2017
"Iowa","Male","80 to 84 years",27235,2017
"Kansas","Male","80 to 84 years",22677,2017
"Kentucky","Male","80 to 84 years",31825,2017
"Maine","Male","80 to 84 years",12700,2017
"Louisiana","Male","80 to 84 years",30870,2017
"Massachusetts","Male","80 to 84 years",53133,2017
"Maryland","Male","80 to 84 years",40664,2017
"Michigan","Male","80 to 84 years",79045,2017
"Minnesota","Male","80 to 84 years",42149,2017
"Mississippi","Male","80 to 84 years",20960,2017
"Missouri","Male","80 to 84 years",49430,2017
"Montana","Male","80 to 84 years",9400,2017
"Nebraska","Male","80 to 84 years",15621,2017
"New Hampshire","Male","80 to 84 years",11003,2017
"Nevada","Male","80 to 84 years",21238,2017
"New Jersey","Male","80 to 84 years",68407,2017
"New Mexico","Male","80 to 84 years",17399,2017
"New York","Male","80 to 84 years",153550,2017
"North Carolina","Male","80 to 84 years",72664,2017
"North Dakota","Male","80 to 84 years",5716,2017
"Ohio","Male","80 to 84 years",92626,2017
"Oklahoma","Male","80 to 84 years",29990,2017
"Oregon","Male","80 to 84 years",31859,2017
"Pennsylvania","Male","80 to 84 years",113753,2017
"Rhode Island","Male","80 to 84 years",9068,2017
"South Carolina","Male","80 to 84 years",36436,2017
"South Dakota","Male","80 to 84 years",7476,2017
"Tennessee","Male","80 to 84 years",47988,2017
"Texas","Male","80 to 84 years",159877,2017
"Utah","Male","80 to 84 years",16088,2017
"Vermont","Male","80 to 84 years",5530,2017
"Virginia","Male","80 to 84 years",57912,2017
"West Virginia","Male","80 to 84 years",16101,2017
"Washington","Male","80 to 84 years",51699,2017
"Wyoming","Male","80 to 84 years",4657,2017
"Wisconsin","Male","80 to 84 years",48021,2017
"Puerto Rico","Male","85 years and over",26384,2017
"Alabama","Male","85 years and over",27191,2017
"Alaska","Male","85 years and over",2139,2017
"Arizona","Male","85 years and over",48304,2017
"Arkansas","Male","85 years and over",18829,2017
"California","Male","85 years and over",247888,2017
"Colorado","Male","85 years and over",28094,2017
"Connecticut","Male","85 years and over",29912,2017
"District of Columbia","Male","85 years and over",3608,2017
"Delaware","Male","85 years and over",6713,2017
"Florida","Male","85 years and over",198443,2017
"Georgia","Male","85 years and over",41708,2017
"Hawaii","Male","85 years and over",13391,2017
"Idaho","Male","85 years and over",10382,2017
"Illinois","Male","85 years and over",82903,2017
"Indiana","Male","85 years and over",40434,2017
"Iowa","Male","85 years and over",25680,2017
"Kansas","Male","85 years and over",21059,2017
"Kentucky","Male","85 years and over",25643,2017
"Maine","Male","85 years and over",11330,2017
"Louisiana","Male","85 years and over",24803,2017
"Massachusetts","Male","85 years and over",51179,2017
"Maryland","Male","85 years and over",36152,2017
"Michigan","Male","85 years and over",70504,2017
"Minnesota","Male","85 years and over",40031,2017
"Mississippi","Male","85 years and over",14802,2017
"Missouri","Male","85 years and over",41377,2017
"Montana","Male","85 years and over",7722,2017
"Nebraska","Male","85 years and over",13712,2017
"New Hampshire","Male","85 years and over",9966,2017
"Nevada","Male","85 years and over",14925,2017
"New Jersey","Male","85 years and over",65024,2017
"New Mexico","Male","85 years and over",13605,2017
"New York","Male","85 years and over",143480,2017
"North Carolina","Male","85 years and over",54293,2017
"North Dakota","Male","85 years and over",5906,2017
"Ohio","Male","85 years and over",84069,2017
"Oklahoma","Male","85 years and over",23438,2017
"Oregon","Male","85 years and over",29735,2017
"Pennsylvania","Male","85 years and over",107103,2017
"Rhode Island","Male","85 years and over",8318,2017
"South Carolina","Male","85 years and over",27267,2017
"South Dakota","Male","85 years and over",6895,2017
"Tennessee","Male","85 years and over",35967,2017
"Texas","Male","85 years and over",125083,2017
"Utah","Male","85 years and over",14344,2017
"Vermont","Male","85 years and over",4749,2017
"Virginia","Male","85 years and over",47236,2017
"West Virginia","Male","85 years and over",13122,2017
"Washington","Male","85 years and over",44959,2017
"Wyoming","Male","85 years and over",3638,2017
"Wisconsin","Male","85 years and over",42480,2017
"Puerto Rico","Female","Under 5 years",83530,2017
"Alabama","Female","Under 5 years",143020,2017
"Alaska","Female","Under 5 years",26530,2017
"Arizona","Female","Under 5 years",212613,2017
"Arkansas","Female","Under 5 years",92337,2017
"California","Female","Under 5 years",1218279,2017
"Colorado","Female","Under 5 years",163453,2017
"Connecticut","Female","Under 5 years",90990,2017
"District of Columbia","Female","Under 5 years",21490,2017
"Delaware","Female","Under 5 years",27179,2017
"Florida","Female","Under 5 years",540822,2017
"Georgia","Female","Under 5 years",323132,2017
"Hawaii","Female","Under 5 years",44514,2017
"Idaho","Female","Under 5 years",56186,2017
"Illinois","Female","Under 5 years",384034,2017
"Indiana","Female","Under 5 years",203995,2017
"Iowa","Female","Under 5 years",96227,2017
"Kansas","Female","Under 5 years",96246,2017
"Kentucky","Female","Under 5 years",132743,2017
"Maine","Female","Under 5 years",31389,2017
"Louisiana","Female","Under 5 years",152438,2017
"Massachusetts","Female","Under 5 years",177386,2017
"Maryland","Female","Under 5 years",179644,2017
"Michigan","Female","Under 5 years",278961,2017
"Minnesota","Female","Under 5 years",170862,2017
"Mississippi","Female","Under 5 years",93869,2017
"Missouri","Female","Under 5 years",181758,2017
"Montana","Female","Under 5 years",29714,2017
"Nebraska","Female","Under 5 years",63617,2017
"New Hampshire","Female","Under 5 years",31370,2017
"Nevada","Female","Under 5 years",88338,2017
"New Jersey","Female","Under 5 years",257804,2017
"New Mexico","Female","Under 5 years",64099,2017
"New York","Female","Under 5 years",574681,2017
"North Carolina","Female","Under 5 years",296053,2017
"North Dakota","Female","Under 5 years",25530,2017
"Ohio","Female","Under 5 years",339506,2017
"Oklahoma","Female","Under 5 years",129575,2017
"Oregon","Female","Under 5 years",113016,2017
"Pennsylvania","Female","Under 5 years",347241,2017
"Rhode Island","Female","Under 5 years",26689,2017
"South Carolina","Female","Under 5 years",142454,2017
"South Dakota","Female","Under 5 years",29273,2017
"Tennessee","Female","Under 5 years",196543,2017
"Texas","Female","Under 5 years",968281,2017
"Utah","Female","Under 5 years",123549,2017
"Vermont","Female","Under 5 years",14329,2017
"Virginia","Female","Under 5 years",248813,2017
"West Virginia","Female","Under 5 years",49239,2017
"Washington","Female","Under 5 years",218956,2017
"Wyoming","Female","Under 5 years",18283,2017
"Wisconsin","Female","Under 5 years",164643,2017
"Puerto Rico","Female","5 to 9 years",94626,2017
"Alabama","Female","5 to 9 years",148447,2017
"Alaska","Female","5 to 9 years",25652,2017
"Arizona","Female","5 to 9 years",223112,2017
"Arkansas","Female","5 to 9 years",97767,2017
"California","Female","5 to 9 years",1235810,2017
"Colorado","Female","5 to 9 years",172059,2017
"Connecticut","Female","5 to 9 years",101082,2017
"District of Columbia","Female","5 to 9 years",16379,2017
"Delaware","Female","5 to 9 years",28318,2017
"Florida","Female","5 to 9 years",551442,2017
"Georgia","Female","5 to 9 years",341371,2017
"Hawaii","Female","5 to 9 years",41231,2017
"Idaho","Female","5 to 9 years",59814,2017
"Illinois","Female","5 to 9 years",398827,2017
"Indiana","Female","5 to 9 years",214189,2017
"Iowa","Female","5 to 9 years",99795,2017
"Kansas","Female","5 to 9 years",99865,2017
"Kentucky","Female","5 to 9 years",137193,2017
"Maine","Female","5 to 9 years",34586,2017
"Louisiana","Female","5 to 9 years",154690,2017
"Massachusetts","Female","5 to 9 years",183624,2017
"Maryland","Female","5 to 9 years",182360,2017
"Michigan","Female","5 to 9 years",292877,2017
"Minnesota","Female","5 to 9 years",176794,2017
"Mississippi","Female","5 to 9 years",99769,2017
"Missouri","Female","5 to 9 years",189025,2017
"Montana","Female","5 to 9 years",31813,2017
"Nebraska","Female","5 to 9 years",64919,2017
"New Hampshire","Female","5 to 9 years",35677,2017
"Nevada","Female","5 to 9 years",92662,2017
"New Jersey","Female","5 to 9 years",269889,2017
"New Mexico","Female","5 to 9 years",69503,2017
"New York","Female","5 to 9 years",557988,2017
"North Carolina","Female","5 to 9 years",314672,2017
"North Dakota","Female","5 to 9 years",23954,2017
"Ohio","Female","5 to 9 years",351321,2017
"Oklahoma","Female","5 to 9 years",131262,2017
"Oregon","Female","5 to 9 years",119611,2017
"Pennsylvania","Female","5 to 9 years",362082,2017
"Rhode Island","Female","5 to 9 years",27387,2017
"South Carolina","Female","5 to 9 years",151834,2017
"South Dakota","Female","5 to 9 years",29597,2017
"Tennessee","Female","5 to 9 years",203672,2017
"Texas","Female","5 to 9 years",996681,2017
"Utah","Female","5 to 9 years",128461,2017
"Vermont","Female","5 to 9 years",15997,2017
"Virginia","Female","5 to 9 years",257994,2017
"West Virginia","Female","5 to 9 years",50605,2017
"Washington","Female","5 to 9 years",222697,2017
"Wyoming","Female","5 to 9 years",19873,2017
"Wisconsin","Female","5 to 9 years",177677,2017
"Puerto Rico","Female","10 to 14 years",107728,2017
"Alabama","Female","10 to 14 years",153651,2017
"Alaska","Female","10 to 14 years",23798,2017
"Arizona","Female","10 to 14 years",225251,2017
"Arkansas","Female","10 to 14 years",96353,2017
"California","Female","10 to 14 years",1245951,2017
"Colorado","Female","10 to 14 years",174672,2017
"Connecticut","Female","10 to 14 years",110127,2017
"District of Columbia","Female","10 to 14 years",12963,2017
"Delaware","Female","10 to 14 years",28045,2017
"Florida","Female","10 to 14 years",567561,2017
"Georgia","Female","10 to 14 years",353328,2017
"Hawaii","Female","10 to 14 years",40548,2017
"Idaho","Female","10 to 14 years",60929,2017
"Illinois","Female","10 to 14 years",414319,2017
"Indiana","Female","10 to 14 years",219099,2017
"Iowa","Female","10 to 14 years",99870,2017
"Kansas","Female","10 to 14 years",97262,2017
"Kentucky","Female","10 to 14 years",138561,2017
"Maine","Female","10 to 14 years",35799,2017
"Louisiana","Female","10 to 14 years",148444,2017
"Massachusetts","Female","10 to 14 years",193682,2017
"Maryland","Female","10 to 14 years",185125,2017
"Michigan","Female","10 to 14 years",311586,2017
"Minnesota","Female","10 to 14 years",176635,2017
"Mississippi","Female","10 to 14 years",101280,2017
